0.784,0.61992
0.29453,0.2375
0.57475,0.54466
0.17569,0.14958
0.6077,0.51555
0.09742,0.081324
0.17609,0.1438
0.43111,0.36484
0.099396,0.076472
0.6138,0.53511
0.28812,0.24343
0.10353,0.094179
0.71552,0.62602
0.44796,0.39531
0.054982,0.042301
0.3918,0.33248
0.45129,0.37514
0.22831,0.19412
0.21448,0.1642
0.73124,0.62582
0.3854,0.31175
0.57727,0.49118
0.75473,0.62101
0.34583,0.28898
0.21574,0.17115
0.19395,0.1711
0.29679,0.23707
0.32489,0.2527
0.6055,0.525
0.088042,0.068697
0.18923,0.151
0.12867,0.10519
0.44671,0.38418
0.14283,0.12319
0.59109,0.4923
0.18137,0.15762
0.17768,0.15552
0.58363,0.58268
1.1015,0.95077
0.31403,0.26287
0.23002,0.17389
0.19805,0.15847
0.54995,0.46933
0.4279,0.33283
0.25007,0.2023
0.44806,0.3449
0.31198,0.25287
0.4593,0.40551
0.4982,0.42687
0.65092,0.54747
0.063759,0.050303
0.16798,0.15195
0.85181,0.74476
0.13703,0.11561
0.12297,0.10261
0.31329,0.27782
0.77288,0.64625
0.1453,0.11522
0.094608,0.082831
0.45263,0.39523
0.19644,0.16991
0.21366,0.17627
0.703,0.54312
0.52015,0.43622
0.32125,0.28252
0.25685,0.21999
0.38927,0.31421
0.50977,0.41271
0.097275,0.075328
0.35186,0.28181
0.39387,0.35914
0.40049,0.33767
0.42057,0.33317
0.25313,0.22629
0.46631,0.38706
0.63775,0.50271
0.08171,0.069002
0.59768,0.53737
0.33891,0.29481
0.23509,0.20222
0.13529,0.11568
0.11783,0.093162
0.39318,0.3284
0.33736,0.30393
0.31232,0.27542
0.58362,0.51976
0.89357,0.73888
0.26959,0.22986
0.25815,0.24099
0.14991,0.13175
0.36426,0.31282
0.16991,0.14038
0.27741,0.22525
0.72156,0.6058
0.44017,0.38391
0.28267,0.22909
0.064749,0.054862
0.2782,0.21308
0.28931,0.24953
0.13702,0.11706
