0.84982,0.66325
0.30375,0.23868
0.55989,0.46896
0.17712,0.141
0.60336,0.50302
0.09836,0.080691
0.19271,0.15376
0.4596,0.37941
0.10092,0.076337
0.56399,0.47329
0.28417,0.23299
0.10751,0.089739
0.7538,0.62264
0.43624,0.37672
0.062765,0.047152
0.38193,0.31647
0.49741,0.40644
0.24346,0.2034
0.21997,0.1666
0.73469,0.61893
0.39329,0.30614
0.62459,0.52103
0.74309,0.57625
0.36038,0.29668
0.23766,0.18406
0.19642,0.16703
0.30212,0.23614
0.32118,0.24535
0.60092,0.51151
0.092114,0.070397
0.19837,0.15625
0.1459,0.11622
0.44602,0.3697
0.15479,0.12983
0.58085,0.47021
0.18106,0.15292
0.1835,0.15749
0.59609,0.52638
1.0588,0.88736
0.35043,0.2862
0.25598,0.18989
0.24115,0.18939
0.57425,0.47804
0.4353,0.32945
0.25164,0.20159
0.46185,0.34866
0.295,0.23361
0.45652,0.38619
0.49738,0.42038
0.68968,0.56693
0.071621,0.055132
0.16791,0.1428
0.87149,0.74966
0.14504,0.11914
0.13985,0.11338
0.32539,0.2758
0.72868,0.59405
0.15367,0.11784
0.10111,0.086345
0.45103,0.38779
0.20144,0.17006
0.22972,0.18606
0.71352,0.54578
0.54402,0.43633
0.32765,0.28029
0.28238,0.23604
0.38499,0.29857
0.53189,0.41142
0.1119,0.085274
0.38981,0.30536
0.39035,0.34185
0.42507,0.35144
0.40632,0.31769
0.25612,0.21853
0.46808,0.38181
0.65816,0.50975
0.086584,0.07181
0.58668,0.48689
0.35865,0.30223
0.24078,0.20034
0.1396,0.11668
0.14241,0.10832
0.42937,0.34574
0.3452,0.29355
0.31239,0.26018
0.56364,0.46657
0.89735,0.73045
0.3125,0.26282
0.25073,0.20746
0.16009,0.13704
0.3919,0.32254
0.18935,0.15323
0.2748,0.21955
0.73437,0.60464
0.44545,0.38368
0.28418,0.22539
0.069524,0.057576
0.28457,0.21495
0.28798,0.24289
0.15211,0.12152
