0.52746,0.39977
0.076315,0.05436
0.16368,0.14053
0.0442,0.033567
0.19696,0.15485
0.019862,0.015147
0.077275,0.05727
0.16547,0.1282
0.021834,0.014825
0.10199,0.078486
0.059393,0.045129
0.024782,0.021129
0.36145,0.29681
0.07852,0.063546
0.021021,0.01481
0.075801,0.058043
0.2498,0.19772
0.091237,0.072652
0.078526,0.054961
0.24972,0.19985
0.12391,0.090334
0.31267,0.2529
0.26531,0.19333
0.13117,0.10216
0.078347,0.056574
0.04517,0.036568
0.076315,0.055278
0.085751,0.059492
0.14084,0.11224
0.028592,0.020448
0.06677,0.049758
0.063759,0.048815
0.13228,0.10341
0.059443,0.048288
0.093883,0.070729
0.037582,0.029986
0.059352,0.048783
0.20486,0.19129
0.25829,0.20518
0.15621,0.12247
0.12157,0.08633
0.13147,0.10118
0.27434,0.22121
0.16787,0.11696
0.064852,0.048138
0.18634,0.1309
0.043036,0.030614
0.12221,0.10098
0.155,0.12417
0.27971,0.21766
0.023755,0.01728
0.037231,0.031091
0.35498,0.29387
0.059053,0.046543
0.052174,0.040974
0.12614,0.10539
0.15163,0.11375
0.033804,0.024028
0.026791,0.021855
0.12497,0.10181
0.046493,0.03682
0.081185,0.062033
0.25882,0.18592
0.21109,0.16534
0.076005,0.062934
0.12528,0.10109
0.10305,0.071721
0.2449,0.18029
0.049909,0.036441
0.17495,0.13137
0.10121,0.085139
0.21063,0.16721
0.048626,0.034064
0.051425,0.0425
0.13666,0.10262
0.34694,0.25701
0.018447,0.014212
0.11958,0.095127
0.096113,0.07782
0.074838,0.058504
0.031856,0.025035
0.072985,0.055436
0.2287,0.17901
0.098455,0.082738
0.084799,0.068297
0.20633,0.16807
0.35934,0.27708
0.15886,0.12978
0.055564,0.047127
0.052918,0.044201
0.14937,0.12015
0.080906,0.062945
0.058652,0.04297
0.29159,0.22796
0.15794,0.13072
0.077344,0.057177
0.022315,0.017508
0.081884,0.056607
0.089284,0.070572
0.071441,0.056805
