0.77222,0.60739
0.28705,0.22884
0.5172,0.45818
0.16697,0.13757
0.59134,0.4959
0.095087,0.078554
0.17116,0.13811
0.42222,0.35297
0.097648,0.074836
0.60034,0.51837
0.28162,0.23575
0.097542,0.085362
0.68565,0.58489
0.43797,0.38212
0.053536,0.040889
0.38595,0.32507
0.44001,0.3626
0.2247,0.18959
0.21115,0.16117
0.71541,0.60668
0.37276,0.29702
0.56448,0.47549
0.73142,0.58977
0.3406,0.28281
0.2097,0.16461
0.18749,0.16282
0.2887,0.22871
0.32005,0.24811
0.59359,0.50957
0.086465,0.067105
0.18575,0.14746
0.12585,0.10176
0.42789,0.36043
0.13945,0.11851
0.57645,0.47402
0.17659,0.15126
0.17346,0.15022
0.52651,0.49855
1.0634,0.90288
0.30463,0.25146
0.224,0.16841
0.19268,0.15288
0.53784,0.45452
0.4185,0.32315
0.24725,0.19952
0.43876,0.33635
0.30786,0.24908
0.43643,0.37685
0.49114,0.41841
0.63636,0.52896
0.061835,0.048348
0.15814,0.13887
0.83256,0.72064
0.13355,0.11127
0.12029,0.099274
0.30247,0.26249
0.75536,0.62693
0.14076,0.10991
0.09199,0.079429
0.44451,0.3853
0.19203,0.16406
0.20843,0.17016
0.69137,0.53215
0.50234,0.41343
0.31189,0.27108
0.24825,0.20941
0.37671,0.29901
0.48926,0.38761
0.095511,0.073544
0.34323,0.27261
0.3826,0.34316
0.3891,0.32377
0.41659,0.32982
0.23968,0.20984
0.46002,0.3793
0.622,0.48712
0.079981,0.066773
0.55676,0.47925
0.32945,0.28225
0.22747,0.192
0.13219,0.11167
0.11302,0.088159
0.37775,0.3093
0.32154,0.28128
0.29395,0.25176
0.534,0.45765
0.87527,0.71819
0.26484,0.22401
0.23742,0.20878
0.14612,0.12694
0.35315,0.29755
0.16679,0.13678
0.27335,0.22089
0.71067,0.59307
0.43355,0.37595
0.27557,0.22174
0.063022,0.052695
0.27264,0.20802
0.28376,0.24212
0.12879,0.1062
