1.6143,1.3868
0.71924,0.60888
1.1598,1.0107
0.44964,0.38064
1.1475,1.0164
0.23485,0.20475
0.51106,0.43949
1.063,0.942
0.26358,0.21565
1.1863,1.0629
0.64751,0.56998
0.27212,0.23928
1.5904,1.4076
0.85998,0.78481
0.21492,0.17475
0.83201,0.74102
1.132,0.99337
0.5979,0.53342
0.5418,0.44282
1.332,1.1943
0.93392,0.77304
1.2955,1.1585
1.535,1.301
0.80422,0.7111
0.68936,0.576
0.47913,0.4304
0.72627,0.60971
0.7234,0.60262
1.1371,1.0285
0.24963,0.20696
0.49278,0.41803
0.42002,0.36237
0.93368,0.82052
0.40373,0.35999
1.1083,0.9671
0.41205,0.36739
0.45232,0.40762
1.4022,1.2665
1.7757,1.5811
0.86428,0.75684
0.70328,0.56468
0.71206,0.60709
1.1903,1.0607
0.98955,0.81646
0.55786,0.48574
1.0358,0.84795
0.66538,0.57218
0.96748,0.85584
1.008,0.90833
1.3834,1.2262
0.23203,0.19134
0.39885,0.35471
1.5544,1.4128
0.37299,0.32687
0.4145,0.36236
0.72434,0.64946
1.3724,1.2034
0.41907,0.3449
0.27152,0.24281
0.91435,0.83198
0.47465,0.42408
0.59117,0.51224
1.3548,1.1259
1.2058,1.029
0.72868,0.65599
0.70326,0.62172
0.86335,0.72624
1.1546,0.96859
0.33723,0.28108
0.96342,0.81396
0.85275,0.78564
0.92094,0.81278
0.83796,0.71823
0.60807,0.54145
0.98195,0.86591
1.3224,1.1044
0.23661,0.20738
1.2027,1.0531
0.84865,0.75588
0.56063,0.49407
0.34867,0.30867
0.45769,0.37661
0.98903,0.8575
0.77087,0.68993
0.70129,0.61578
1.1552,1.0075
1.6006,1.402
0.81612,0.73504
0.56172,0.48605
0.40946,0.3681
0.9207,0.81122
0.50937,0.44548
0.60421,0.52386
1.4525,1.2912
0.92453,0.84265
0.65909,0.5598
0.19451,0.16998
0.6638,0.54473
0.66097,0.59179
0.42238,0.35947
