1.2589,0.2458,-0.38879,-0.34566,0.65674,0.062533,0.3277,0.643,0.049837,-0.084935,0.069504,-0.44177,0.71488,0.15529,0.049271,0.15138,0.73459,0.23674,0.29797,0.77672,0.30439,0.94263,0.52861,0.4573,0.44844,-0.13858,0.36184,0.26661,0.54393,0.006934,0.30008,0.17493,0.33371,0.094518,0.20172,-0.076054,0.19231,-1.0303,0.79339,0.55522,0.46071,0.47413,0.64684,0.42784,0.25325,0.63255,0.11559,0.16507,0.5446,0.89892,0.031571,-0.36088,0.98846,0.061737,0.14133,0.18859,0.40894,0.062072,-0.08116,0.42171,0.07315,0.40744,0.88598,0.25762,-0.096649,0.47092,0.32118,0.56307,0.23474,0.49424,-0.068893,0.7216,0.20519,-0.22679,0.45473,0.88997,0.096059,0.066481,0.15206,0.23588,0.10757,-0.068796,0.5451,-0.13267,0.013713,0.30262,0.88645,0.69059,-0.58895,-0.31991,0.20718,0.18714,0.16837,0.80246,0.5112,0.2335,0.026287,0.28697,0.27599,-0.059344
1.0604,0.16059,-0.56375,-0.43746,0.57807,0.045067,0.27694,0.55269,0.01924,-0.16776,0.015809,-0.4729,0.57128,0.11507,0.016232,0.090806,0.62568,0.18551,0.23279,0.67696,0.18629,0.83093,0.34484,0.38722,0.36714,-0.18918,0.28748,0.18998,0.47184,-0.023832,0.24944,0.13084,0.24685,0.052337,0.12687,-0.10391,0.16194,-1.1422,0.67401,0.47895,0.36229,0.39002,0.5361,0.29736,0.20495,0.4937,0.061618,0.092247,0.4726,0.75902,-0.00091952,-0.41655,0.88614,0.022416,0.097284,0.13391,0.31465,0.011036,-0.10476,0.36751,0.039119,0.35228,0.71959,0.12355,-0.14912,0.41926,0.21755,0.41785,0.19112,0.38298,-0.11731,0.64518,0.1518,-0.28317,0.37553,0.72513,0.077245,-0.071516,0.085958,0.19183,0.080052,-0.13013,0.44611,-0.21862,-0.065167,0.14791,0.73841,0.62264,-0.67115,-0.35166,0.11662,0.13264,0.12139,0.66954,0.44884,0.17019,0.0083993,0.21444,0.22773,-0.11963
1.2334,0.24,-0.24271,-0.28887,0.62511,0.058862,0.31236,0.61828,0.045751,-0.084864,0.067106,-0.41907,0.69868,0.15333,0.047747,0.15331,0.70777,0.23141,0.28775,0.75783,0.29856,0.92076,0.5264,0.44383,0.43006,-0.11164,0.3414,0.25728,0.52952,0.0030258,0.28891,0.168,0.34082,0.10599,0.19832,-0.074433,0.18171,-0.86663,0.76745,0.53026,0.4402,0.45712,0.63497,0.4157,0.24647,0.61384,0.10495,0.17751,0.52718,0.89279,0.030277,-0.30324,0.95906,0.064006,0.13844,0.17969,0.39027,0.060353,-0.074543,0.40757,0.071371,0.38948,0.86313,0.25534,-0.087554,0.44666,0.3171,0.55451,0.22781,0.47059,-0.063049,0.69088,0.19786,-0.18496,0.43746,0.85966,0.091444,0.13573,0.14676,0.23531,0.10786,-0.072863,0.52445,-0.075465,0.055966,0.36612,0.85568,0.67272,-0.48659,-0.3109,0.22185,0.18438,0.16157,0.78738,0.49618,0.22199,0.025289,0.2737,0.25944,-0.025718
1.2573,0.23523,-0.56447,-0.41429,0.65566,0.06043,0.32308,0.63331,0.047078,-0.11148,0.050023,-0.57205,0.6459,0.14146,0.043693,0.134,0.73278,0.22616,0.29645,0.7695,0.276,0.93566,0.49094,0.45523,0.44276,-0.17292,0.35719,0.26397,0.53527,0.0031172,0.29952,0.15849,0.30145,0.068664,0.17716,-0.094906,0.18825,-1.3352,0.77687,0.55185,0.46005,0.46885,0.62714,0.4193,0.25277,0.62905,0.1149,0.11953,0.54358,0.88348,0.024651,-0.43853,0.9835,0.042436,0.12041,0.14093,0.40154,0.040017,-0.095526,0.41666,0.05768,0.40594,0.88341,0.21285,-0.12659,0.46831,0.30226,0.52303,0.23326,0.48815,-0.11785,0.72111,0.20413,-0.2927,0.45077,0.88645,0.09245,-0.029255,0.12486,0.21572,0.09861,-0.11071,0.52379,-0.21281,-0.055223,0.2059,0.883,0.69029,-0.7649,-0.34366,0.16106,0.1798,0.16108,0.7948,0.50924,0.2245,0.019826,0.28602,0.27141,-0.13983
1.2065,0.20479,-0.44175,-0.37494,0.60536,0.047528,0.29481,0.58127,0.033283,-0.14489,0.031719,-0.45357,0.65803,0.12253,0.031582,0.11397,0.67806,0.20071,0.27073,0.7197,0.25621,0.88272,0.46939,0.41397,0.40136,-0.16881,0.31807,0.23384,0.49158,-0.0097537,0.27135,0.14593,0.28851,0.068501,0.16003,-0.10052,0.15922,-1.053,0.72792,0.50407,0.42259,0.43095,0.59353,0.38059,0.22622,0.58633,0.079055,0.1147,0.49465,0.83471,0.014841,-0.38723,0.92251,0.036284,0.10811,0.14948,0.35849,0.038697,-0.097891,0.37582,0.045988,0.36933,0.83429,0.20078,-0.13353,0.42584,0.27642,0.51761,0.21216,0.44189,-0.10486,0.67567,0.17673,-0.24892,0.4076,0.84119,0.079118,0.020627,0.099299,0.20297,0.08476,-0.09558,0.49572,-0.17499,-0.023984,0.24476,0.82794,0.64297,-0.63839,-0.35374,0.16092,0.15273,0.1414,0.74022,0.46184,0.19491,0.011108,0.25609,0.23101,-0.08104
0.98899,0.069036,-0.59051,-0.41564,0.42607,0.01223,0.18874,0.38328,-0.0016045,-0.18951,-0.030031,-0.48345,0.45453,0.035112,-0.017785,0.041748,0.45649,0.097074,0.18345,0.50717,0.1081,0.65451,0.31367,0.27458,0.24072,-0.21237,0.18361,0.14879,0.31626,-0.040336,0.17986,0.063373,0.14862,-0.0054652,0.034757,-0.14591,0.080184,-1.111,0.49134,0.32311,0.28519,0.27668,0.40246,0.24631,0.14696,0.42024,0.03904,-0.029675,0.341,0.58958,-0.03701,-0.43045,0.66701,-0.014483,0.015785,0.028591,0.22392,-0.047266,-0.15182,0.2403,-0.026788,0.23912,0.62391,0.012221,-0.24673,0.27667,0.16148,0.34477,0.13611,0.25145,-0.16469,0.49953,0.1062,-0.31166,0.27479,0.64575,0.024984,-0.13106,-0.075576,0.11158,0.033306,-0.18746,0.32073,-0.29779,-0.12903,0.098317,0.59805,0.45727,-0.67378,-0.42624,0.005062,0.054524,0.07159,0.52866,0.30891,0.095422,-0.025081,0.15251,0.14991,-0.1453
1.1816,0.19374,-0.44762,-0.3666,0.58793,0.047805,0.28379,0.57394,0.034103,-0.1162,0.040946,-0.45419,0.63637,0.12038,0.028122,0.11942,0.64867,0.19334,0.25891,0.6995,0.24672,0.85949,0.4723,0.40387,0.38853,-0.15977,0.31001,0.23136,0.47962,-0.0076236,0.26343,0.14089,0.28009,0.062036,0.1579,-0.095806,0.15485,-1.0577,0.7149,0.4891,0.40309,0.40492,0.56227,0.37491,0.22039,0.56455,0.09305,0.10967,0.48148,0.81869,0.010324,-0.38153,0.90165,0.03613,0.10085,0.13747,0.35805,0.030544,-0.10229,0.36843,0.044702,0.35415,0.81003,0.18763,-0.13777,0.41403,0.27428,0.48929,0.20213,0.42335,-0.097648,0.64192,0.17548,-0.25003,0.40619,0.80582,0.075235,0.013587,0.090128,0.1983,0.086631,-0.10977,0.47132,-0.17799,-0.026299,0.24296,0.80384,0.60381,-0.6141,-0.35146,0.15094,0.14691,0.13999,0.72832,0.44297,0.19294,0.01089,0.24887,0.23617,-0.088563
1.22,0.30398,-0.26193,-0.30984,0.85618,0.11377,0.31564,0.6715,0.082304,0.10632,0.15879,-0.42706,0.71258,0.41866,0.035373,0.29601,0.69093,0.25831,0.33957,0.97638,0.35413,0.93748,0.64611,0.53016,0.42221,-0.10076,0.42895,0.38973,0.77892,0.020734,0.33773,0.16027,0.44603,0.093799,0.57792,0.0019198,0.20448,-1.0465,1.1988,0.53413,0.42105,0.38479,0.64706,0.49619,0.36257,0.65235,0.24495,0.30096,0.68439,0.95697,0.023052,-0.31575,1.1421,0.062108,0.11611,0.2309,0.78166,0.093908,-0.067604,0.59268,0.1383,0.4039,0.99781,0.31012,0.034585,0.46018,0.41484,0.56039,0.21076,0.47346,-0.0041724,0.69266,0.50284,-0.17566,0.62165,0.88417,0.11345,0.25718,0.22251,0.28298,0.15006,-0.11678,0.50053,-0.027949,0.11529,0.40506,1.0553,0.59547,-0.5021,-0.29826,0.24619,0.18101,0.31378,0.91705,0.58915,0.31808,0.03328,0.39286,0.32621,-0.080266
0.70146,-0.041056,-0.78336,-0.51253,0.27809,-0.015068,0.10287,0.21383,-0.037272,-0.31431,-0.11315,-0.62115,0.1829,-0.034846,-0.058092,-0.044634,0.26483,0.0099246,0.10191,0.32899,-0.055411,0.4499,0.07104,0.16413,0.12097,-0.26664,0.072814,0.061624,0.18169,-0.076562,0.10962,-0.018901,0.026185,-0.072032,-0.08338,-0.19765,0.014616,-1.3423,0.28723,0.18396,0.15604,0.13882,0.20115,0.089706,0.082774,0.23865,-0.026504,-0.15545,0.21265,0.36923,-0.076505,-0.49574,0.45362,-0.078312,-0.074148,-0.11322,0.092211,-0.11856,-0.1854,0.13427,-0.087422,0.1429,0.39993,-0.20318,-0.33544,0.16904,0.033733,0.12054,0.076973,0.080445,-0.26313,0.34119,0.042286,-0.38061,0.1559,0.40519,-0.0065694,-0.28186,-0.21089,0.031639,-0.0073553,-0.3059,0.13985,-0.42389,-0.23539,-0.071022,0.36294,0.30706,-0.89006,-0.4975,-0.14874,-0.025643,0.0041257,0.32321,0.18126,-0.0010768,-0.053672,0.066761,0.059336,-0.25396
0.90054,0.17162,-0.47203,-0.43877,0.71414,0.074431,0.20137,0.45553,0.026295,-0.11378,0.03364,-0.58716,0.40597,0.32728,-0.024269,0.15623,0.45731,0.14504,0.24198,0.81792,0.15737,0.70019,0.35806,0.39587,0.25121,-0.18618,0.28788,0.26495,0.64939,-0.036715,0.24504,0.044807,0.30577,0.006884,0.42145,-0.077237,0.12216,-1.3287,1.005,0.34255,0.25471,0.19642,0.4487,0.30347,0.28326,0.45751,0.10937,0.1548,0.55195,0.71281,-0.036697,-0.40175,0.94433,-0.022344,-0.0021219,0.0757,0.59623,-0.0042428,-0.11779,0.47977,0.053955,0.28146,0.78086,0.062722,-0.080674,0.30782,0.25421,0.32666,0.12714,0.25423,-0.14737,0.52825,0.37782,-0.27782,0.46648,0.64881,0.065493,0.073053,0.051447,0.18171,0.085748,-0.26851,0.2847,-0.18319,-0.017563,0.21671,0.83754,0.4113,-0.74766,-0.39279,0.051046,0.067402,0.21627,0.69335,0.46606,0.19299,-0.011165,0.27664,0.20806,-0.21447
