1.3249,1.5291,1.5537,1.5185,1.3059,1.4687,1.4789,0.97984,1.095
0.57617,0.65744,0.68352,0.63709,0.45546,0.60341,0.65869,0.29371,0.45568
0.99294,0.98949,1.1275,1.0035,0.72378,0.95312,1.1045,0.52395,0.86585
0.35094,0.39097,0.41848,0.37797,0.25122,0.35584,0.41601,0.16322,0.28985
0.87631,0.9422,0.98196,0.92915,0.70811,0.8927,1.0469,0.50325,0.82773
0.17449,0.19156,0.20055,0.1825,0.11858,0.17488,0.22184,0.076506,0.15677
0.4921,0.5391,0.56265,0.52621,0.3802,0.49321,0.50299,0.25345,0.3273
0.99221,1.0788,1.1149,1.0555,0.77835,1.0143,1.066,0.55425,0.74856
0.18282,0.21891,0.22714,0.2084,0.13693,0.19633,0.23198,0.081634,0.15327
0.65548,0.72436,0.75378,0.71025,0.4661,0.65726,1.0211,0.31886,0.87311
0.45727,0.51122,0.53165,0.49139,0.32669,0.46358,0.59027,0.21744,0.44598
0.23361,0.25506,0.27646,0.24118,0.15766,0.22891,0.26457,0.10797,0.1878
1.4268,1.5581,1.6604,1.5329,1.2024,1.4498,1.509,0.90566,1.1508
0.49654,0.53009,0.55169,0.50819,0.35006,0.4881,0.7587,0.24485,0.64424
0.205,0.23918,0.24875,0.22864,0.15342,0.21272,0.21066,0.092628,0.11814
0.5292,0.59614,0.61398,0.56976,0.38048,0.53769,0.73866,0.25606,0.5856
1.0561,1.1636,1.1955,1.1433,0.90872,1.0891,1.0956,0.65712,0.77356
0.55501,0.60884,0.62646,0.58283,0.41484,0.55129,0.5889,0.28818,0.40851
0.39139,0.46822,0.48253,0.45278,0.32892,0.42372,0.4662,0.20732,0.3164
1.0372,1.1316,1.1651,1.1073,0.87091,1.0688,1.2166,0.63924,0.97948
0.72867,0.84001,0.87937,0.82525,0.60273,0.7783,0.8393,0.39923,0.58552
1.1943,1.3023,1.3373,1.278,1.0261,1.2295,1.2597,0.76807,0.93224
1.084,1.256,1.3135,1.2424,0.9285,1.1763,1.3563,0.65306,1.0434
0.67508,0.75167,0.77075,0.72451,0.53097,0.69356,0.76592,0.37076,0.55242
0.65045,0.73473,0.76527,0.71777,0.50835,0.67968,0.68235,0.32747,0.41862
0.409,0.43593,0.45826,0.41702,0.27144,0.39527,0.47319,0.1852,0.33981
0.5765,0.65649,0.68472,0.64101,0.45131,0.60787,0.67019,0.29019,0.4581
0.44356,0.53048,0.54654,0.51229,0.36112,0.48524,0.60893,0.22949,0.44821
0.83678,0.9054,0.93473,0.87858,0.64767,0.84261,1.034,0.46134,0.84268
0.19591,0.23019,0.23852,0.21994,0.14825,0.20629,0.22854,0.092276,0.14728
0.40188,0.46158,0.47662,0.44332,0.314,0.42151,0.45999,0.2047,0.30764
0.41348,0.4651,0.48091,0.44472,0.31022,0.4197,0.42463,0.20785,0.26458
0.76022,0.80775,0.8588,0.79701,0.57951,0.76063,0.87705,0.40358,0.66271
0.39997,0.43216,0.44918,0.4145,0.29244,0.38671,0.40213,0.20178,0.27281
0.58362,0.66384,0.69223,0.63708,0.44632,0.62199,0.95708,0.29913,0.78253
0.30449,0.32629,0.34307,0.31259,0.20407,0.29983,0.39368,0.13766,0.29306
0.44434,0.46744,0.48544,0.45529,0.3182,0.41764,0.4436,0.22027,0.31655
1.4219,1.3896,1.6009,1.3783,0.97228,1.2633,1.3721,0.72698,1.0731
1.2015,1.2851,1.3482,1.2791,0.98496,1.2418,1.5936,0.71638,1.3496
0.85168,0.91795,0.95477,0.89851,0.67357,0.86424,0.87741,0.47493,0.58794
0.5865,0.69284,0.71763,0.68159,0.52051,0.63864,0.63715,0.33579,0.39939
0.69737,0.78313,0.80769,0.76842,0.59442,0.70824,0.68799,0.40574,0.44041
1.0459,1.1559,1.1877,1.1349,0.91049,1.0582,1.0936,0.67074,0.83846
0.72296,0.85053,0.87984,0.83698,0.6236,0.79351,0.87372,0.41319,0.61396
0.37277,0.4321,0.44173,0.41101,0.29016,0.3889,0.48289,0.19107,0.36438
0.77179,0.91999,0.94516,0.90778,0.71484,0.85095,0.88768,0.47648,0.62572
0.35791,0.41708,0.43074,0.40263,0.2567,0.37568,0.56081,0.16034,0.44072
0.79716,0.8306,0.89065,0.81927,0.58081,0.78337,0.92372,0.40985,0.70322
0.79778,0.87233,0.89374,0.84732,0.62574,0.80227,0.92942,0.44567,0.72859
1.1976,1.3274,1.3628,1.298,1.0349,1.266,1.3305,0.76324,0.98869
0.22356,0.25508,0.26667,0.24408,0.16307,0.22917,0.23098,0.10072,0.13317
0.33884,0.35152,0.38062,0.34089,0.22418,0.32266,0.38816,0.15328,0.285
1.331,1.422,1.462,1.3972,1.128,1.3622,1.4849,0.8617,1.1887
0.35413,0.38563,0.40195,0.37476,0.26403,0.3444,0.36035,0.17972,0.24632
