1.1772,1.3589,1.3846,1.3376,1.0996,1.3059,1.3965,0.79988,1.0537
0.43265,0.49582,0.51762,0.47171,0.30729,0.45546,0.63523,0.18786,0.48128
0.7483,0.75096,0.85323,0.74989,0.5088,0.72378,1.1185,0.35719,0.95389
0.24457,0.27476,0.2942,0.2615,0.16412,0.25122,0.40525,0.10336,0.31629
0.69621,0.74734,0.78196,0.72924,0.52833,0.70811,1.0898,0.36608,0.92167
0.11809,0.12982,0.13609,0.12227,0.075844,0.11858,0.22168,0.047795,0.1759
0.37507,0.41201,0.43147,0.39571,0.26502,0.3802,0.44938,0.17054,0.31179
0.7635,0.83121,0.86132,0.80114,0.55083,0.77835,0.9634,0.37353,0.72792
0.12627,0.15217,0.15819,0.14258,0.08817,0.13693,0.22817,0.050815,0.16951
0.46081,0.51289,0.53432,0.49627,0.319,0.4661,1.1562,0.212,1.0563
0.31954,0.35923,0.37434,0.33998,0.21383,0.32669,0.60926,0.1375,0.50841
0.15944,0.1747,0.18943,0.16272,0.099872,0.15766,0.2517,0.066546,0.2009
1.1688,1.2833,1.3619,1.2463,0.92618,1.2024,1.442,0.67491,1.1626
0.35554,0.38022,0.39595,0.36054,0.23989,0.35006,0.85632,0.16456,0.76704
0.14607,0.1714,0.17879,0.16027,0.097464,0.15342,0.17331,0.056297,0.10351
0.37203,0.42223,0.43414,0.39734,0.25463,0.38048,0.79456,0.16645,0.68534
0.8798,0.96869,0.99883,0.93906,0.69679,0.90872,1.0033,0.48719,0.7324
0.41523,0.45681,0.47038,0.431,0.29121,0.41484,0.54418,0.19719,0.41318
0.30118,0.362,0.37315,0.34532,0.23974,0.32892,0.46186,0.14803,0.34386
0.84711,0.92357,0.95342,0.89282,0.66121,0.87091,1.256,0.47064,1.0729
0.56094,0.64929,0.68157,0.62716,0.42574,0.60273,0.805,0.26956,0.61212
0.99635,1.0864,1.1183,1.053,0.79551,1.0261,1.1763,0.5769,0.91002
0.843,0.98916,1.0348,0.96484,0.69146,0.9285,1.3632,0.46601,1.1383
0.516,0.57537,0.59138,0.54742,0.38076,0.53097,0.73638,0.25899,0.58062
0.48704,0.55115,0.57596,0.52764,0.33684,0.50835,0.582,0.20486,0.37907
